"告示番号※2",施設名,医療機関コード,都道府県,病院類型,DPC算定病床数,DPC算定病床の入院基本料,"DPC算定病床割合※3","精神病床数※4",療養病床数,結核病床数,"病床総数※5"
1062,社会医療法人　弘道会　萱島生野病院,2603444,大阪,平成21年度DPC参加病院,146,一般7対1,90.1%,0,0,0,162
1063,社会福祉法人　大阪暁明館病院,2801147,大阪,平成21年度DPC参加病院,151,一般10対1,45.5%,0,76,0,332
1064,医誠会病院,3005086,大阪,平成21年度DPC参加病院,327,一般7対1,100.0%,0,0,0,327
1065,社会医療法人　弘道会　守口生野記念病院,3204341,大阪,平成21年度DPC参加病院,153,一般7対1,76.9%,0,0,0,199
1066,医療法人行岡医学研究会　行岡病院,4102734,大阪,平成21年度DPC参加病院,173,一般10対1,49.6%,0,56,0,349
1067,社会福祉法人恩賜財団　済生会支部大阪府済生会　茨木病院,4205628,大阪,平成21年度DPC参加病院,265,一般7対1,84.1%,0,42,0,315
1068,医療法人寿会　富永病院,4301864,大阪,平成21年度DPC参加病院,306,一般7対1,100.0%,0,0,0,306
1069,医療法人社団有隣会　東大阪病院,4404122,大阪,平成21年度DPC参加病院,110,一般7対1,51.6%,0,0,0,213
1070,佐野記念病院,4502370,大阪,平成21年度DPC参加病院,53,一般7対1,55.8%,0,0,0,95
1071,医療法人　良秀会　高石藤井病院,5301848,大阪,平成21年度DPC参加病院,108,一般7対1,72.0%,0,42,0,150
1072,医療法人讃和会　友愛会病院,5905598,大阪,平成21年度DPC参加病院,128,一般7対1,75.3%,0,0,0,170
1073,大阪回生病院,9107662,大阪,平成21年度DPC参加病院,300,一般10対1,100.0%,0,0,0,300
1074,国家公務員共済組合連合会　大手前病院,9600047,大阪,平成21年度DPC参加病院,359,一般7対1,88.6%,0,46,0,405
1075,市立枚方市民病院,9800266,大阪,平成21年度DPC参加病院,331,一般7対1,98.8%,0,0,0,335
1076,大阪市立総合医療センター,9801298,大阪,平成21年度DPC参加病院,981,一般7対1,92.6%,55,0,0,1060
1077,市立岸和田市民病院,9801421,大阪,平成21年度DPC参加病院,400,一般7対1,100.0%,0,0,0,400
1078,財団法人　甲南病院,0101069,兵庫,平成21年度DPC参加病院,328,一般10対1,82.0%,0,64,0,400
1079,医療法人財団　神戸海星病院,0203659,兵庫,平成21年度DPC参加病院,164,一般7対1,91.1%,0,0,0,180
1080,三菱神戸病院,0500120,兵庫,平成21年度DPC参加病院,191,一般7対1,96.0%,0,0,0,199
1081,医療法人　川崎病院,0500401,兵庫,平成21年度DPC参加病院,283,一般7対1,100.0%,0,0,0,283
1082,医療法人　榮昌会　吉田病院,0505830,兵庫,平成21年度DPC参加病院,76,一般10対1,82.6%,0,0,0,92
1083,神戸百年記念病院,0506762,兵庫,平成21年度DPC参加病院,190,一般7対1,95.5%,0,0,0,199
1084,地方独立行政法人神戸市民病院機構　神戸市立医療センター西市民病院,0606133,兵庫,平成21年度DPC参加病院,344,一般7対1,96.1%,0,0,0,358
1085,兵庫県立こども病院,0701355,兵庫,平成21年度DPC参加病院,266,一般7対1,100.0%,0,0,0,266
1086,医療法人沖縄徳洲会　神戸徳洲会病院,0802757,兵庫,平成21年度DPC参加病院,150,一般10対1,65.5%,0,79,0,229
1087,神戸掖済会病院,0804241,兵庫,平成21年度DPC参加病院,297,一般7対1,93.7%,0,0,0,317
1088,医療法人　明和病院,0900189,兵庫,平成21年度DPC参加病院,303,一般7対1,86.8%,0,46,0,349
1089,医療法人回生会　宝塚病院,1100599,兵庫,平成21年度DPC参加病院,131,一般7対1,100.0%,0,0,0,131
1090,医療法人尚和会　宝塚第一病院,1101084,兵庫,平成21年度DPC参加病院,191,一般10対1,90.5%,0,0,0,211
1091,三田市民病院,1200977,兵庫,平成21年度DPC参加病院,300,一般7対1,100.0%,0,0,0,300
1092,兵庫県立　柏原病院,1300017,兵庫,平成21年度DPC参加病院,146,一般7対1,100.0%,0,0,0,146
1093,西脇市立西脇病院,1800883,兵庫,平成21年度DPC参加病院,312,一般10対1,97.5%,0,0,0,320
1094,兵庫県立がんセンター,2003156,兵庫,平成21年度DPC参加病院,400,専門7対1,100.0%,0,0,0,400
1095,高砂市民病院,2101026,兵庫,平成21年度DPC参加病院,274,一般10対1,94.5%,0,0,0,290
1096,地方独立行政法人　加古川市民病院機構　加古川西市民病院,2200026,兵庫,平成21年度DPC参加病院,301,一般7対1,100.0%,0,0,0,301
1097,医療法人　順心会　順心病院,2202014,兵庫,平成21年度DPC参加病院,154,一般10対1,95.1%,0,0,0,162
1098,財団法人甲南病院　加古川病院,2203368,兵庫,平成21年度DPC参加病院,129,一般10対1,61.4%,0,0,0,210
1099,三木市立三木市民病院,2300016,兵庫,平成21年度DPC参加病院,223,一般7対1,96.5%,0,0,0,231
1100,市立加西病院,2600456,兵庫,平成21年度DPC参加病院,244,一般7対1,93.9%,0,0,0,260
1101,大山病院,2700330,兵庫,平成21年度DPC参加病院,98,一般10対1,89.1%,0,0,0,110
1102,医療法人中央会　尼崎中央病院,3002686,兵庫,平成21年度DPC参加病院,186,一般7対1,66.7%,0,50,0,279
1103,市立川西病院,3100985,兵庫,平成21年度DPC参加病院,216,一般7対1,95.6%,0,0,0,226
1104,市立伊丹病院,3302086,兵庫,平成21年度DPC参加病院,352,一般7対1,98.3%,0,0,0,358
1105,公立神崎総合病院,3401060,兵庫,平成21年度DPC参加病院,131,一般10対1,86.8%,0,0,0,151
1106,公立　宍粟総合病院,3801020,兵庫,平成21年度DPC参加病院,205,一般7対1,100.0%,0,0,0,205
1107,製鉄記念広畑病院,4008336,兵庫,平成21年度DPC参加病院,362,一般7対1,100.0%,0,0,0,362
1108,医療法人三栄会ツカザキ病院,4009334,兵庫,平成21年度DPC参加病院,161,一般7対1,100.0%,0,0,0,161
1109,真星病院,5002965,兵庫,平成21年度DPC参加病院,56,一般10対1,32.2%,0,108,0,174
1110,恒生病院,5003021,兵庫,平成21年度DPC参加病院,49,一般7対1,83.1%,0,0,0,59
1111,神鋼病院,5105040,兵庫,平成21年度DPC参加病院,333,一般7対1,100.0%,0,0,0,333
1112,神戸市立医療センター中央市民病院,5107046,兵庫,平成21年度DPC参加病院,831,一般7対1,100.0%,0,0,0,831
1113,西神戸医療センター,5201161,兵庫,平成21年度DPC参加病院,400,一般7対1,80.0%,0,0,100,500
1114,兵庫県立　西宮病院,9800026,兵庫,平成21年度DPC参加病院,400,一般7対1,100.0%,0,0,0,400
1115,兵庫県立塚口病院,9800067,兵庫,平成21年度DPC参加病院,300,一般7対1,100.0%,0,0,0,300
1116,明石市立市民病院,9800075,兵庫,平成21年度DPC参加病院,394,一般7対1,99.0%,0,0,0,398
1117,西宮市立中央病院,9804978,兵庫,平成21年度DPC参加病院,187,一般10対1,96.9%,0,0,0,193
1118,医療法人松本快生会西奈良中央病院,0101266,奈良,平成21年度DPC参加病院,156,一般10対1,94.0%,0,0,0,166
1119,医療法人　康仁会　西の京病院,0101936,奈良,平成21年度DPC参加病院,148,一般7対1,74.8%,0,50,0,198
1120,市立奈良病院,0110309,奈良,平成21年度DPC参加病院,300,一般7対1,100.0%,0,0,0,300
1121,医療法人社団田北会田北病院,0201058,奈良,平成21年度DPC参加病院,92,一般7対1,52.3%,0,0,0,176
1122,大和高田市立病院,0801121,奈良,平成21年度DPC参加病院,287,一般7対1,89.7%,0,25,0,320
1123,財団法人天理よろづ相談所病院,0901087,奈良,平成21年度DPC参加病院,815,一般10対1,100.0%,0,0,0,815
1124,社会医療法人高清会　高井病院,0901145,奈良,平成21年度DPC参加病院,257,一般10対1,83.7%,0,0,0,307
1125,社会福祉法人恩賜財団済生会御所病院,1301071,奈良,平成21年度DPC参加病院,180,一般10対1,93.8%,0,0,0,192
1126,宇陀市立病院,2001084,奈良,平成21年度DPC参加病院,168,一般10対1,90.3%,0,0,0,186
1127,奈良県立五條病院,9801056,奈良,平成21年度DPC参加病院,156,一般10対1,78.4%,0,0,0,199
1128,奈良県立三室病院,9801098,奈良,平成21年度DPC参加病院,284,一般10対1,94.7%,0,0,0,300
1129,奈良県立奈良病院,9801783,奈良,平成21年度DPC参加病院,426,一般10対1,100.0%,0,0,0,426
1130,医療法人愛晋会　中江病院,0110868,和歌山,平成21年度DPC参加病院,123,一般7対1,62.1%,0,0,0,198
1131,済生会和歌山病院,0112641,和歌山,平成21年度DPC参加病院,160,一般7対1,80.0%,0,0,0,200
1132,独立行政法人　労働者健康福祉機構　和歌山労災病院,0113011,和歌山,平成21年度DPC参加病院,303,一般7対1,100.0%,0,0,0,303
1133,医療法人　南労会　医療法人南労会　紀和病院,1010265,和歌山,平成21年度DPC参加病院,93,一般7対1,43.9%,0,0,0,212
1134,北出病院,2010025,和歌山,平成21年度DPC参加病院,83,一般7対1,45.6%,0,51,0,182
1135,白浜はまゆう病院,2410589,和歌山,平成21年度DPC参加病院,82,一般10対1,48.2%,0,51,0,170
1136,新宮市立医療センター,8010300,和歌山,平成21年度DPC参加病院,304,一般10対1,100.0%,0,0,0,304
1137,日本赤十字社　和歌山医療センター,8210124,和歌山,平成21年度DPC参加病院,823,一般7対1,100.0%,0,0,0,823
1138,公立紀南病院組合　社会保険　紀南病院,8210595,和歌山,平成21年度DPC参加病院,370,一般7対1,100.0%,0,0,0,370
1139,鳥取生協病院,0113499,鳥取,平成21年度DPC参加病院,143,一般7対1,55.2%,0,0,0,259
1140,独立行政法人労働者健康福祉機構　山陰労災病院,0210451,鳥取,平成21年度DPC参加病院,373,一般10対1,97.4%,0,0,0,383
1141,医療法人同愛会　博愛病院,0211079,鳥取,平成21年度DPC参加病院,184,一般10対1,84.4%,0,0,0,218
1142,鳥取県立厚生病院,0310236,鳥取,平成21年度DPC参加病院,304,一般7対1,100.0%,0,0,0,304
1143,松江市立病院,0113738,島根,平成21年度DPC参加病院,360,一般7対1,76.6%,50,0,0,470
1144,益田赤十字病院,0810036,島根,平成21年度DPC参加病院,278,一般7対1,90.3%,0,0,0,308
1145,社団法人　益田市医師会立　益田地域医療センター医師会病院,0810754,島根,平成21年度DPC参加病院,143,一般10対1,47.8%,0,44,0,299
1146,玉造厚生年金病院,1110030,島根,平成21年度DPC参加病院,143,一般10対1,56.5%,0,0,0,253
1147,出雲徳洲会病院,1610989,島根,平成21年度DPC参加病院,89,一般10対1,48.6%,0,94,0,183
1148,川崎医科大学附属川崎病院,0110196,岡山,平成21年度DPC参加病院,243,一般7対1,82.9%,0,0,0,293
1149,社会医療法人　光生病院,0110246,岡山,平成21年度DPC参加病院,102,一般10対1,51.5%,0,0,0,198
1150,医療法人社団十全会　心臓病センター榊原病院,0110600,岡山,平成21年度DPC参加病院,243,一般7対1,100.0%,0,0,0,243
1151,水島中央病院,0210186,岡山,平成21年度DPC参加病院,93,一般7対1,60.0%,0,0,0,155
1152,財団法人淳風会　倉敷第一病院,0210202,岡山,平成21年度DPC参加病院,123,一般10対1,64.4%,0,0,0,191
1153,倉敷成人病センター,0210517,岡山,平成21年度DPC参加病院,269,一般7対1,100.0%,0,0,0,269
1154,医療法人天和会　松田病院,0210756,岡山,平成21年度DPC参加病院,97,一般7対1,84.4%,0,18,0,115
1155,倉敷平成病院,0210822,岡山,平成21年度DPC参加病院,110,一般7対1,50.5%,0,0,0,218
1156,佐藤胃腸科外科病院,0212356,岡山,平成21年度DPC参加病院,39,一般10対1,100.0%,0,0,0,39
1157,医療法人清梁会　高梁中央病院,0910074,岡山,平成21年度DPC参加病院,74,一般10対1,49.3%,0,38,0,150
1158,医療法人社団同仁会　金光病院,2710019,岡山,平成21年度DPC参加病院,90,一般10対1,61.2%,0,47,0,147
1159,金田病院,3410163,岡山,平成21年度DPC参加病院,120,一般7対1,67.8%,0,47,0,177
1160,広島鉄道病院,0116531,広島,平成21年度DPC参加病院,276,一般7対1,94.5%,0,0,0,292
1161,広島医療生活協同組合　広島共立病院,0214146,広島,平成21年度DPC参加病院,149,一般7対1,74.9%,0,0,0,199
1162,荒木脳神経外科病院,0216000,広島,平成21年度DPC参加病院,58,一般7対1,52.7%,0,0,0,110
1163,公立みつぎ総合病院,1111895,広島,平成21年度DPC参加病院,176,一般10対1,73.3%,0,18,0,240
1164,公立学校共済組合　中国中央病院,1511219,広島,平成21年度DPC参加病院,267,一般7対1,100.0%,0,0,0,267
1165,日本鋼管福山病院,1512258,広島,平成21年度DPC参加病院,236,一般10対1,100.0%,0,0,0,236
1166,社会医療法人　祥和会　脳神経センター　大田記念病院,1512829,広島,平成21年度DPC参加病院,167,一般10対1,92.8%,0,0,0,180
1167,市立三次中央病院,1910809,広島,平成21年度DPC参加病院,326,一般10対1,93.1%,0,0,0,350
1168,広島県厚生農業協同組合連合会　広島総合病院,2710018,広島,平成21年度DPC参加病院,561,一般7対1,100.0%,0,0,0,561
1169,済生会広島病院,3111190,広島,平成21年度DPC参加病院,243,一般10対1,90.0%,0,0,0,270
1170,独立行政法人国立病院機構　福山医療センター,8010041,広島,平成21年度DPC参加病院,410,一般7対1,100.0%,0,0,0,410
1171,山口県済生会下関総合病院,0116357,山口,平成21年度DPC参加病院,373,一般7対1,100.0%,0,0,0,373
1172,宇部興産株式会社中央病院,0210572,山口,平成21年度DPC参加病院,272,一般7対1,72.9%,0,42,0,373
1173,済生会山口総合病院,0310141,山口,平成21年度DPC参加病院,310,一般7対1,100.0%,0,0,0,310
1174,萩市民病院,0410552,山口,平成21年度DPC参加病院,100,一般7対1,100.0%,0,0,0,100
1175,山口県立総合医療センター,0610458,山口,平成21年度DPC参加病院,504,一般10対1,100.0%,0,0,0,504
1176,周南記念病院,0710282,山口,平成21年度DPC参加病院,200,一般10対1,80.0%,0,50,0,250
1177,山口県厚生農業協同組合連合会　長門総合病院,1110011,山口,平成21年度DPC参加病院,200,一般7対1,66.5%,0,91,0,301
1178,山口県厚生農業協同組合連合会　周東総合病院,1210027,山口,平成21年度DPC参加病院,336,一般7対1,93.3%,0,0,0,360
1179,山口県厚生農業協同組合連合会　小郡第一総合病院,7610246,山口,平成21年度DPC参加病院,166,一般7対1,91.2%,0,0,0,182
1180,独立行政法人国立病院機構　関門医療センター,8816933,山口,平成21年度DPC参加病院,392,一般10対1,98.0%,0,0,0,400
1181,川島病院,0124301,徳島,平成21年度DPC参加病院,123,一般10対1,100.0%,0,0,0,123
1182,ホウエツ病院,0510061,徳島,平成21年度DPC参加病院,27,一般10対1,41.5%,0,0,0,65
1183,徳島県立海部病院,1410030,徳島,平成21年度DPC参加病院,96,一般7対1,87.3%,0,0,4,110
1184,つるぎ町立半田病院,1814025,徳島,平成21年度DPC参加病院,126,一般10対1,94.0%,0,0,0,134
1185,香川県立中央病院,7010056,香川,平成21年度DPC参加病院,626,一般7対1,99.2%,0,0,5,631
1186,高松市民病院,7010114,香川,平成21年度DPC参加病院,316,一般10対1,76.9%,70,0,0,411
1187,香川県厚生農業協同組合連合会　屋島総合病院,7010288,香川,平成21年度DPC参加病院,298,一般10対1,96.1%,0,0,0,310
1188,三豊総合病院,7010379,香川,平成21年度DPC参加病院,479,一般10対1,92.3%,0,0,0,519
1189,独立行政法人国立病院機構　高松医療センター,8010014,香川,平成21年度DPC参加病院,92,一般10対1,38.3%,0,0,20,240
1190,瀬戸内海病院,0210272,愛媛,平成21年度DPC参加病院,97,一般10対1,100.0%,0,0,0,97
1191,社会福祉法人　恩賜財団　済生会今治病院,0228159,愛媛,平成21年度DPC参加病院,171,一般7対1,100.0%,0,0,0,171
1192,公立学校共済組合四国中央病院,0818017,愛媛,平成21年度DPC参加病院,177,一般7対1,75.3%,50,0,0,235
1193,医療法人　綮愛会　石川病院,0828032,愛媛,平成21年度DPC参加病院,84,一般10対1,54.9%,0,0,0,153
1194,独立行政法人国立病院機構四国がんセンター,8010054,愛媛,平成21年度DPC参加病院,380,専門7対1,93.8%,0,0,0,405
1195,医療法人　久会　図南病院,0112709,高知,平成21年度DPC参加病院,69,一般10対1,53.9%,0,0,0,128
1196,医療法人　仁生会　細木病院,0113764,高知,平成21年度DPC参加病院,105,一般10対1,39.5%,0,50,0,266
1197,いずみの病院,0117302,高知,平成21年度DPC参加病院,105,一般10対1,44.1%,0,60,0,238
1198,高知高須病院,0117526,高知,平成21年度DPC参加病院,63,一般7対1,100.0%,0,0,0,63
1199,高知県・高知市病院企業団立高知医療センター,0118128,高知,平成21年度DPC参加病院,554,一般7対1,96.5%,0,0,20,574
1200,医療法人五月会　須崎くろしお病院,0610462,高知,平成21年度DPC参加病院,97,一般10対1,60.6%,0,0,0,160
1201,医療法人聖真会　渭南病院,0810799,高知,平成21年度DPC参加病院,30,一般7対1,42.9%,0,40,0,70
